epoch,loss,val_loss
0,35.902000427246094,48.744686126708984
1,24.56186866760254,48.646053314208984
2,21.828105926513672,33.77661895751953
3,18.752687454223633,27.957483291625977
4,18.197757720947266,28.17646598815918
5,16.422609329223633,25.309768676757812
6,15.221593856811523,30.298105239868164
7,14.586674690246582,27.844770431518555
8,13.458442687988281,19.33435821533203
9,12.98232650756836,18.068038940429688
10,12.105825424194336,19.824718475341797
11,11.499346733093262,20.35947036743164
12,11.191887855529785,16.751739501953125
13,10.474563598632812,21.918354034423828
14,10.663228034973145,17.78414535522461
15,9.996626853942871,16.368228912353516
16,9.932137489318848,14.678301811218262
17,9.632579803466797,17.26103973388672
18,9.250334739685059,18.81801414489746
19,8.846236228942871,14.134627342224121
20,8.87750244140625,16.611398696899414
21,8.712294578552246,13.354216575622559
22,8.280841827392578,14.056042671203613
23,8.412936210632324,14.698225975036621
24,8.251768112182617,12.648426055908203
25,7.849917411804199,13.116310119628906
26,7.687946796417236,14.596585273742676
27,7.515267848968506,12.446145057678223
28,7.303649425506592,12.39404010772705
29,7.242109775543213,11.96203899383545
30,7.0745530128479,12.812631607055664
31,6.92153787612915,11.952195167541504
32,6.694425582885742,12.412881851196289
33,6.554598331451416,12.527795791625977
34,6.660128593444824,14.601244926452637
35,6.580774307250977,12.7745361328125
36,6.378623962402344,11.67794418334961
37,6.254101753234863,12.771079063415527
38,6.010332107543945,12.24097728729248
39,5.978512763977051,11.607707023620605
40,6.030625820159912,11.06969165802002
41,5.81469202041626,11.51457691192627
42,5.782933235168457,11.371469497680664
43,5.774781703948975,10.283231735229492
44,5.720458507537842,11.190756797790527
45,5.614700794219971,10.914985656738281
46,5.61862850189209,10.386235237121582
47,5.618668079376221,11.145784378051758
48,5.4703874588012695,11.27142333984375
49,5.308399200439453,11.033304214477539
50,5.4462409019470215,9.80601978302002
51,5.250865936279297,13.054817199707031
52,5.3385233879089355,10.54765510559082
53,5.03829288482666,10.560113906860352
54,5.261099338531494,10.706501960754395
55,5.08344841003418,10.012860298156738
56,4.89874267578125,10.799877166748047
57,4.969624042510986,11.290201187133789
58,4.92318058013916,10.102018356323242
59,4.731442928314209,10.871221542358398
60,4.771205425262451,10.4683837890625
61,4.850903511047363,10.62483024597168
62,4.783371448516846,10.94062328338623
63,4.725882053375244,10.772829055786133
64,4.765364646911621,9.97618293762207
65,4.559194087982178,9.606057167053223
66,4.650381565093994,9.847554206848145
67,4.736971378326416,10.226468086242676
68,4.486157417297363,9.812463760375977
69,4.651845932006836,10.760357856750488
70,4.435197353363037,9.990776062011719
71,4.491981029510498,9.543135643005371
72,4.431216716766357,10.271659851074219
73,4.386613368988037,9.684247016906738
74,4.2015790939331055,9.679533004760742
75,4.335813522338867,9.723137855529785
76,4.266941070556641,9.783247947692871
77,4.109839916229248,10.586030006408691
78,4.282295227050781,10.042086601257324
79,4.174530029296875,9.68549919128418
80,4.111863136291504,9.242843627929688
81,4.127097129821777,9.771638870239258
82,4.073771953582764,9.773015975952148
83,4.010677814483643,9.1788330078125
84,4.051237106323242,9.101993560791016
85,4.044012069702148,9.631732940673828
86,3.9881742000579834,9.495492935180664
87,3.980632781982422,9.909451484680176
88,3.8997020721435547,9.532562255859375
89,3.933067798614502,9.927419662475586
90,4.029595375061035,10.210295677185059
91,3.9041459560394287,9.961064338684082
92,3.9567525386810303,9.75004768371582
93,3.85135817527771,9.456915855407715
94,3.783820629119873,10.290555953979492
95,3.7632946968078613,9.116975784301758
96,3.8038992881774902,9.966065406799316
97,3.795139789581299,9.86819076538086
98,3.7652719020843506,9.658312797546387
99,3.866941452026367,9.893232345581055
100,3.652104139328003,9.584333419799805
101,3.7274951934814453,9.67297077178955
102,3.704277276992798,9.127440452575684
103,3.7574310302734375,10.496734619140625
104,3.711378335952759,9.203201293945312
105,3.722576856613159,9.445049285888672
106,3.6981265544891357,9.248692512512207
107,3.881312370300293,9.62084674835205
108,3.6600072383880615,9.733887672424316
109,3.652916669845581,9.2916259765625
110,3.593358278274536,9.310004234313965
111,3.5871422290802,8.731504440307617
112,3.570923089981079,8.81483268737793
113,3.51088809967041,9.025308609008789
114,3.491009473800659,9.297383308410645
115,3.512434720993042,8.437052726745605
116,3.4128165245056152,9.0000581741333
117,3.512380599975586,8.842324256896973
118,3.4857959747314453,9.51050853729248
119,3.4536831378936768,9.02011775970459
120,3.4411933422088623,8.88881778717041
121,3.4554238319396973,9.142151832580566
122,3.543458938598633,8.990650177001953
123,3.4588077068328857,8.927868843078613
124,3.3514444828033447,9.124089241027832
125,3.4299449920654297,8.715466499328613
126,3.3441104888916016,8.70213794708252
127,3.396092414855957,8.78290843963623
128,3.412367820739746,9.089813232421875
129,3.371671438217163,9.179311752319336
130,3.3583662509918213,9.189723014831543
131,3.195930242538452,8.741009712219238
