Tg,Tg_pred,model_id,Tm,Tm_pred,model
101.0,114.57339162202439,0,,,GB_pm
101.0,114.57339162202439,0,,,GB_pm
101.0,114.57339162202439,0,,,GB_pm
101.0,114.57339162202439,0,,,GB_pm
101.0,114.57339162202439,0,,,GB_pm
87.85,82.64872419560734,0,,,GB_pm
87.85,82.64872419560734,0,,,GB_pm
87.85,82.64872419560734,0,,,GB_pm
87.85,82.64872419560734,0,,,GB_pm
87.85,82.64872419560734,0,,,GB_pm
126.0,121.59683739323025,0,,,GB_pm
126.0,121.59683739323025,0,,,GB_pm
126.0,121.59683739323025,0,,,GB_pm
126.0,121.59683739323025,0,,,GB_pm
126.0,121.59683739323025,0,,,GB_pm
145.0,146.23525405101998,0,,,GB_pm
145.0,146.23525405101998,0,,,GB_pm
145.0,146.23525405101998,0,,,GB_pm
145.0,146.23525405101998,0,,,GB_pm
145.0,146.23525405101998,0,,,GB_pm
94.0,99.01096080003084,0,,,GB_pm
94.0,99.01096080003084,0,,,GB_pm
94.0,99.01096080003084,0,,,GB_pm
94.0,99.01096080003084,0,,,GB_pm
94.0,99.01096080003084,0,,,GB_pm
110.0,95.97447895285424,0,,,GB_pm
110.0,95.97447895285424,0,,,GB_pm
110.0,95.97447895285424,0,,,GB_pm
110.0,95.97447895285424,0,,,GB_pm
110.0,95.97447895285424,0,,,GB_pm
102.0,95.87446788695543,0,,,GB_pm
102.0,95.87446788695543,0,,,GB_pm
102.0,95.87446788695543,0,,,GB_pm
102.0,95.87446788695543,0,,,GB_pm
102.0,95.87446788695543,0,,,GB_pm
92.4,85.5565040162161,0,,,GB_pm
92.4,88.22249260814573,0,,,GB_pm
92.4,85.5565040162161,0,,,GB_pm
92.4,86.67697141214741,0,,,GB_pm
92.4,85.5565040162161,0,,,GB_pm
122.0,119.29463819869093,0,,,GB_pm
122.0,119.29463819869093,0,,,GB_pm
122.0,119.29463819869093,0,,,GB_pm
122.0,119.29463819869093,0,,,GB_pm
122.0,119.29463819869093,0,,,GB_pm
9.850000000000001,11.296025637466883,0,,,GB_pm
9.850000000000001,11.296025637466883,0,,,GB_pm
9.850000000000001,11.296025637466883,0,,,GB_pm
9.850000000000001,11.296025637466883,0,,,GB_pm
9.850000000000001,11.296025637466883,0,,,GB_pm
40.0,48.98632950466813,0,,,GB_pm
40.0,48.98632950466813,0,,,GB_pm
40.0,48.98632950466813,0,,,GB_pm
40.0,48.98632950466813,0,,,GB_pm
40.0,48.98632950466813,0,,,GB_pm
36.0,60.471924237667494,0,,,GB_pm
36.0,60.471924237667494,0,,,GB_pm
36.0,60.471924237667494,0,,,GB_pm
36.0,60.471924237667494,0,,,GB_pm
36.0,60.471924237667494,0,,,GB_pm
-22.150000000000006,22.62927120174762,0,,,GB_pm
-22.150000000000006,22.62927120174762,0,,,GB_pm
-22.150000000000006,22.62927120174762,0,,,GB_pm
-22.150000000000006,22.62927120174762,0,,,GB_pm
-22.150000000000006,22.62927120174762,0,,,GB_pm
11.850000000000001,12.419730297089735,0,,,GB_pm
11.850000000000001,12.419730297089735,0,,,GB_pm
11.850000000000001,12.419730297089735,0,,,GB_pm
11.850000000000001,12.419730297089735,0,,,GB_pm
11.850000000000001,12.419730297089735,0,,,GB_pm
-17.0,-15.443878435404613,0,,,GB_pm
-17.0,-13.533547051099646,0,,,GB_pm
-17.0,-13.533547051099646,0,,,GB_pm
-17.0,-15.443878435404613,0,,,GB_pm
-17.0,-11.774397183542746,0,,,GB_pm
-42.0,-37.19332911200766,0,,,GB_pm
-42.0,-37.19332911200766,0,,,GB_pm
-42.0,-37.19332911200766,0,,,GB_pm
-42.0,-37.19332911200766,0,,,GB_pm
-42.0,-37.19332911200766,0,,,GB_pm
171.0,159.70403155880592,0,,,GB_pm
171.0,159.70403155880592,0,,,GB_pm
171.0,159.70403155880592,0,,,GB_pm
171.0,159.70403155880592,0,,,GB_pm
171.0,159.70403155880592,0,,,GB_pm
-47.999999999999986,-37.49883912122915,0,,,GB_pm
-47.999999999999986,-37.49883912122915,0,,,GB_pm
-47.999999999999986,-37.49883912122915,0,,,GB_pm
-47.999999999999986,-37.49883912122915,0,,,GB_pm
-47.999999999999986,-37.49883912122915,0,,,GB_pm
70.0,63.867014844196746,0,,,GB_pm
70.0,63.867014844196746,0,,,GB_pm
70.0,63.867014844196746,0,,,GB_pm
70.0,63.867014844196746,0,,,GB_pm
70.0,63.867014844196746,0,,,GB_pm
110.0,115.1161909759353,0,,,GB_pm
110.0,112.29560962067606,0,,,GB_pm
110.0,115.1161909759353,0,,,GB_pm
110.0,112.29560962067606,0,,,GB_pm
110.0,112.29560962067606,0,,,GB_pm
118.0,117.35335902243946,0,,,GB_pm
118.0,117.35335902243946,0,,,GB_pm
118.0,117.35335902243946,0,,,GB_pm
118.0,117.35335902243946,0,,,GB_pm
118.0,117.35335902243946,0,,,GB_pm
102.0,96.67547889119841,0,,,GB_pm
102.0,97.39167552593987,0,,,GB_pm
102.0,97.39167552593987,0,,,GB_pm
102.0,96.67547889119841,0,,,GB_pm
102.0,96.67547889119841,0,,,GB_pm
90.5,89.2932451462104,0,,,GB_pm
90.5,89.2932451462104,0,,,GB_pm
90.5,89.2932451462104,0,,,GB_pm
90.5,89.2932451462104,0,,,GB_pm
90.5,89.2932451462104,0,,,GB_pm
108.0,103.86166996139414,0,,,GB_pm
108.0,103.86166996139414,0,,,GB_pm
108.0,103.86166996139414,0,,,GB_pm
108.0,103.86166996139414,0,,,GB_pm
108.0,103.86166996139414,0,,,GB_pm
113.0,114.82003231333742,0,,,GB_pm
113.0,114.82003231333742,0,,,GB_pm
113.0,114.82003231333742,0,,,GB_pm
113.0,114.82003231333742,0,,,GB_pm
113.0,114.82003231333742,0,,,GB_pm
102.7,103.43117385859418,0,,,GB_pm
102.7,102.68043583716269,0,,,GB_pm
102.7,103.43117385859418,0,,,GB_pm
102.7,103.43117385859418,0,,,GB_pm
102.7,103.43117385859418,0,,,GB_pm
100.0,100.26365603188994,0,,,GB_pm
101.0,101.92599739317248,0,,,GB_pm
100.0,100.26365603188994,0,,,GB_pm
101.0,103.86166996139414,0,,,GB_pm
100.0,100.26365603188994,0,,,GB_pm
101.0,101.92599739317248,0,,,GB_pm
100.0,101.73704373291588,0,,,GB_pm
101.0,101.92599739317248,0,,,GB_pm
100.0,101.73704373291588,0,,,GB_pm
101.0,103.86166996139414,0,,,GB_pm
-18.0,-15.005228647392158,0,,,GB_pm
-18.0,-15.005228647392158,0,,,GB_pm
-18.0,-15.005228647392158,0,,,GB_pm
-18.0,-15.005228647392158,0,,,GB_pm
-18.0,-15.005228647392158,0,,,GB_pm
39.0,39.747520528932284,0,,,GB_pm
39.0,39.747520528932284,0,,,GB_pm
39.0,39.747520528932284,0,,,GB_pm
39.0,39.747520528932284,0,,,GB_pm
39.0,39.747520528932284,0,,,GB_pm
37.0,38.25536843605543,0,,,GB_pm
37.0,38.25536843605543,0,,,GB_pm
37.0,38.25536843605543,0,,,GB_pm
37.0,38.25536843605543,0,,,GB_pm
37.0,38.25536843605543,0,,,GB_pm
46.2,53.61995711274801,0,,,GB_pm
46.2,53.61995711274801,0,,,GB_pm
46.2,53.61995711274801,0,,,GB_pm
46.2,53.61995711274801,0,,,GB_pm
