,Tg,Tg_pred,model_id,Tm,Tm_pred,model,Tg_MAE,Tm_MAE
0,101.0,116.52344115934613,0,,,GB_pm,15.523441159346135,
1,101.0,116.52344115934613,0,,,GB_pm,15.523441159346135,
2,101.0,116.52344115934613,0,,,GB_pm,15.523441159346135,
3,101.0,116.52344115934613,0,,,GB_pm,15.523441159346135,
4,101.0,116.52344115934613,0,,,GB_pm,15.523441159346135,
5,87.85,98.10171733763164,0,,,GB_pm,10.251717337631646,
6,87.85,98.10171733763164,0,,,GB_pm,10.251717337631646,
7,87.85,98.10171733763164,0,,,GB_pm,10.251717337631646,
8,87.85,98.1017173376317,0,,,GB_pm,10.251717337631703,
9,87.85,98.10171733763164,0,,,GB_pm,10.251717337631646,
10,126.0,121.88361770695923,0,,,GB_pm,4.116382293040772,
11,126.0,121.88361770695923,0,,,GB_pm,4.116382293040772,
12,126.0,121.88361770695923,0,,,GB_pm,4.116382293040772,
13,126.0,121.88361770695923,0,,,GB_pm,4.116382293040772,
14,126.0,121.88361770695923,0,,,GB_pm,4.116382293040772,
15,145.0,145.76971859054862,0,,,GB_pm,0.7697185905486208,
16,145.0,145.7697185905487,0,,,GB_pm,0.7697185905487061,
17,145.0,145.76971859055277,0,,,GB_pm,0.7697185905527704,
18,145.0,145.76971859054862,0,,,GB_pm,0.7697185905486208,
19,145.0,145.76971859054862,0,,,GB_pm,0.7697185905486208,
20,94.0,104.73884237970685,0,,,GB_pm,10.738842379706853,
21,94.0,104.73884237970685,0,,,GB_pm,10.738842379706853,
22,94.0,104.73884237970685,0,,,GB_pm,10.738842379706853,
23,94.0,104.73884237970685,0,,,GB_pm,10.738842379706853,
24,94.0,104.73884237970685,0,,,GB_pm,10.738842379706853,
25,110.0,93.70197920880723,0,,,GB_pm,16.29802079119277,
26,110.0,93.70197920880886,0,,,GB_pm,16.298020791191135,
27,110.0,93.70197920880723,0,,,GB_pm,16.29802079119277,
28,110.0,93.70197920880723,0,,,GB_pm,16.29802079119277,
29,110.0,93.70197920880723,0,,,GB_pm,16.29802079119277,
30,102.0,103.0141252697274,0,,,GB_pm,1.0141252697274012,
31,102.0,103.0141252697274,0,,,GB_pm,1.0141252697274012,
32,102.0,103.0141252697274,0,,,GB_pm,1.0141252697274012,
33,102.0,103.0141252697274,0,,,GB_pm,1.0141252697274012,
34,102.0,103.01412526972632,0,,,GB_pm,1.0141252697263212,
35,92.4,88.12415033504189,0,,,GB_pm,4.275849664958116,
36,92.4,88.98332968117136,0,,,GB_pm,3.4166703188286505,
37,92.4,88.12753239058455,0,,,GB_pm,4.2724676094154574,
38,92.4,88.41768058131201,0,,,GB_pm,3.982319418687993,
39,92.4,88.12415033504183,0,,,GB_pm,4.275849664958173,
40,122.0,121.44563202266045,0,,,GB_pm,0.5543679773395525,
41,122.0,121.44563202266045,0,,,GB_pm,0.5543679773395525,
42,122.0,121.44563202266045,0,,,GB_pm,0.5543679773395525,
43,122.0,121.44563202266045,0,,,GB_pm,0.5543679773395525,
44,122.0,121.44563202266045,0,,,GB_pm,0.5543679773395525,
45,9.850000000000001,26.963337542983346,0,,,GB_pm,17.113337542983345,
46,9.850000000000001,26.963337542983346,0,,,GB_pm,17.113337542983345,
47,9.850000000000001,26.963337542983346,0,,,GB_pm,17.113337542983345,
48,9.850000000000001,26.963337542983346,0,,,GB_pm,17.113337542983345,
49,9.850000000000001,26.963337542983346,0,,,GB_pm,17.113337542983345,
50,40.0,46.35943082287493,0,,,GB_pm,6.359430822874927,
51,40.0,46.35943082287493,0,,,GB_pm,6.359430822874927,
52,40.0,46.359430822874934,0,,,GB_pm,6.359430822874934,
53,40.0,46.35943082287511,0,,,GB_pm,6.359430822875112,
54,40.0,46.35943082287493,0,,,GB_pm,6.359430822874927,
55,36.0,45.44210487309773,0,,,GB_pm,9.442104873097733,
56,36.0,45.44210487309773,0,,,GB_pm,9.442104873097733,
57,36.0,45.44210487309773,0,,,GB_pm,9.442104873097733,
58,36.0,45.44210487309773,0,,,GB_pm,9.442104873097733,
59,36.0,45.44210487309773,0,,,GB_pm,9.442104873097733,
60,-22.150000000000006,11.146961686597713,0,,,GB_pm,33.29696168659772,
61,-22.150000000000006,11.146961686597713,0,,,GB_pm,33.29696168659772,
62,-22.150000000000006,11.146961686597741,0,,,GB_pm,33.29696168659775,
63,-22.150000000000006,11.146961686597713,0,,,GB_pm,33.29696168659772,
64,-22.150000000000006,11.146961686597713,0,,,GB_pm,33.29696168659772,
65,11.850000000000001,26.296919362198068,0,,,GB_pm,14.446919362198066,
66,11.850000000000001,26.296919362198068,0,,,GB_pm,14.446919362198066,
67,11.850000000000001,26.296919362198068,0,,,GB_pm,14.446919362198066,
68,11.850000000000001,26.296919362198068,0,,,GB_pm,14.446919362198066,
69,11.850000000000001,26.296919362198068,0,,,GB_pm,14.446919362198066,
70,-17.0,-14.820644510044588,0,,,GB_pm,2.1793554899554124,
71,-17.0,-15.07818729807093,0,,,GB_pm,1.9218127019290705,
72,-17.0,-15.07818729807039,0,,,GB_pm,1.9218127019296105,
73,-17.0,-14.78197706198317,0,,,GB_pm,2.21802293801683,
74,-17.0,-14.169896350537442,0,,,GB_pm,2.8301036494625578,
75,-42.0,-36.798100979552274,0,,,GB_pm,5.201899020447726,
76,-42.0,-36.79810097955233,0,,,GB_pm,5.201899020447669,
77,-42.0,-36.79810097955233,0,,,GB_pm,5.201899020447669,
78,-42.0,-36.798100979552274,0,,,GB_pm,5.201899020447726,
79,-42.0,-36.79810097955233,0,,,GB_pm,5.201899020447669,
