,Model,model_id,Tg_MAE,Tg_RMSE,Tm_MAE,Tm_RMSE
53,GB_pm,3,5.862121077837952,11.198293932433108,16.74607139,26.28174294557217
54,GB_pm,4,8.023536390731437,16.578317771805526,16.881045902594384,32.20081596806208
55,GB_pm,5,7.106689918103294,10.816274371994584,22.903210841443084,43.04154192369164
56,GB_pm,6,7.908116451,14.919941302246603,14.456464337219115,24.182328401519722
57,GB_pm,7,7.852294550082152,15.056120124200058,8.130175522,14.042774370682674
58,GB_pm,8,8.284935432849117,12.316099953934513,11.97430018350464,24.096105588116774
59,GB_pm,9,5.4707792480700705,9.351058848184696,12.85424776793243,23.448954768789847
60,RF_no_pm,0,10.122999157663926,18.807803459281427,11.959936292629495,16.046161362929933
61,RF_no_pm,1,7.507321366396737,12.072096138196203,23.375808713692674,31.97697015379465
62,RF_no_pm,2,13.443266841386741,24.291589811251345,22.88118067148296,44.35834718451658
63,RF_no_pm,3,11.384438697989683,20.301118114521454,23.432464207219905,31.749990020902764
64,RF_no_pm,4,15.832938410442585,27.065659720978342,28.421016958596997,41.76451551944488
65,RF_no_pm,5,8.940926816770029,15.410431645754514,28.16237549161915,40.73048288293416
66,RF_no_pm,6,12.176480567763486,23.170248150712595,20.614151910230564,30.54283639064787
67,RF_no_pm,7,13.11335833278885,22.68743411840926,22.19477296249764,32.01718954189462
68,RF_no_pm,8,9.969854865,17.044344185994287,15.597298396944158,25.579652408947442
69,RF_no_pm,9,8.975843616,15.775114691638803,23.56478502059864,38.81094146
70,RF_pm,0,6.793937374285598,12.712395165031333,8.924311641,12.644022177017174
71,RF_pm,1,5.843459919068859,8.236425601260425,11.853203932827993,19.382650645761856
72,RF_pm,2,11.51557748847799,21.862200758187274,20.096706130347805,42.55832991861319
73,RF_pm,3,7.360925720992886,11.365939216279761,16.77308202818778,24.676134905980966
74,RF_pm,4,10.474438143714693,19.408300368304158,18.697222793093292,32.390162000649966
75,RF_pm,5,6.984269726960588,11.359908164596916,20.08208350172295,35.52119207101517
76,RF_pm,6,9.047522774739885,14.978897317674225,15.654467437255805,25.036882831259387
77,RF_pm,7,9.006672573272452,15.994394123161037,10.78263103960227,21.637340102830596
78,RF_pm,8,8.339206175602056,13.29638378334911,11.58943221,21.239380602554625
79,RF_pm,9,7.077709305773619,10.777233725440613,13.118469156118408,29.365461786604243
