epoch,loss,val_loss
0,32.349632263183594,40.17861557006836
1,23.55341911315918,48.09647750854492
2,21.187334060668945,38.29558181762695
3,18.746292114257812,29.193445205688477
4,16.26384162902832,25.43857765197754
5,15.706988334655762,22.403873443603516
6,14.684328079223633,20.03740882873535
7,12.939042091369629,21.44978904724121
8,12.626569747924805,17.74950408935547
9,12.13893985748291,22.05292320251465
10,11.539643287658691,18.590030670166016
11,11.17111587524414,16.21266746520996
12,11.00925064086914,15.494382858276367
13,10.255473136901855,13.417616844177246
14,9.818846702575684,14.030085563659668
15,9.341099739074707,16.021568298339844
16,9.399030685424805,13.092540740966797
17,9.032055854797363,11.608227729797363
18,8.781336784362793,11.658076286315918
19,8.558788299560547,12.360844612121582
20,8.252718925476074,15.264716148376465
21,8.148295402526855,13.800021171569824
22,8.132949829101562,10.827682495117188
23,7.983292579650879,10.659170150756836
24,7.331920623779297,16.03284454345703
25,7.434817314147949,13.403524398803711
26,7.17094087600708,13.28245735168457
27,6.889123916625977,9.509188652038574
28,6.929088592529297,11.314419746398926
29,6.818371772766113,11.979540824890137
30,6.7707319259643555,10.649016380310059
31,6.493794918060303,10.568531036376953
32,6.449235439300537,11.492646217346191
33,6.313720703125,10.891561508178711
34,6.206261157989502,8.987327575683594
35,6.134827613830566,10.795696258544922
36,6.15920352935791,9.127584457397461
37,6.1004180908203125,10.228790283203125
38,5.766782283782959,9.993769645690918
39,5.920339107513428,9.263214111328125
40,5.755693435668945,9.50925350189209
41,5.752347946166992,9.686602592468262
42,5.601105690002441,11.680983543395996
43,5.416874885559082,9.872978210449219
44,5.298974514007568,9.799979209899902
45,5.424948215484619,8.377881050109863
46,5.4353837966918945,8.712299346923828
47,5.3832292556762695,9.198262214660645
48,5.190260410308838,8.513273239135742
49,5.220364093780518,8.953160285949707
50,5.118462085723877,9.254738807678223
51,5.055699825286865,8.71928596496582
52,4.959778785705566,9.226492881774902
53,5.06819486618042,9.606609344482422
54,5.0162811279296875,9.510174751281738
55,5.010679244995117,9.169502258300781
56,4.807196140289307,8.947399139404297
57,4.757303714752197,9.756470680236816
58,4.737514495849609,9.3525972366333
59,4.665459156036377,9.60043716430664
60,4.60742712020874,9.64109992980957
61,4.585058689117432,8.658422470092773
62,4.569415092468262,9.157980918884277
63,4.727046489715576,8.681526184082031
64,4.6791887283325195,9.934814453125
65,4.463156223297119,8.248467445373535
66,4.4539570808410645,8.271845817565918
67,4.483937740325928,8.992740631103516
68,4.507672309875488,9.834259033203125
69,4.39247465133667,9.308533668518066
70,4.313754558563232,9.51024341583252
71,4.29113245010376,8.722306251525879
72,4.315232276916504,9.297258377075195
73,4.12497615814209,8.697891235351562
74,4.173537731170654,8.950584411621094
75,4.12551212310791,8.478690147399902
76,4.345247745513916,8.107804298400879
77,4.104711055755615,8.088478088378906
78,4.034623622894287,9.478063583374023
79,4.136181354522705,9.893664360046387
80,4.150848865509033,8.787739753723145
81,4.036750316619873,8.498437881469727
82,4.0194525718688965,9.55105209350586
83,3.9556386470794678,8.845861434936523
84,3.9179563522338867,8.835288047790527
85,3.9057235717773438,8.874004364013672
86,3.9736855030059814,8.254547119140625
87,4.037490367889404,8.763349533081055
88,3.934584140777588,8.213104248046875
89,3.889927625656128,8.5106782913208
90,3.8186399936676025,8.03235912322998
91,3.923867702484131,8.789546012878418
92,3.8148534297943115,8.036188125610352
93,3.880067825317383,9.242860794067383
94,3.8570659160614014,8.022123336791992
95,3.7872607707977295,8.810647010803223
96,3.701633930206299,8.904654502868652
97,3.6973443031311035,8.930536270141602
98,3.8255691528320312,8.868246078491211
99,3.735677480697632,8.795068740844727
100,3.703809976577759,8.217507362365723
101,3.680849075317383,9.573188781738281
102,3.7107410430908203,9.005836486816406
103,3.6139912605285645,8.623018264770508
104,3.6756668090820312,8.612537384033203
105,3.5584964752197266,8.567441940307617
106,3.5761196613311768,8.9557523727417
107,3.5969114303588867,8.265128135681152
108,3.544895648956299,8.721631050109863
109,3.510263442993164,8.904016494750977
110,3.502772569656372,8.673951148986816
111,3.512538433074951,8.667506217956543
112,3.4846930503845215,8.613222122192383
113,3.5151431560516357,8.662986755371094
114,3.6363251209259033,8.319042205810547
115,3.4735960960388184,8.62016487121582
116,3.4766695499420166,8.422825813293457
117,3.3659117221832275,8.847702980041504
118,3.4036476612091064,8.044999122619629
119,3.4590277671813965,8.50539779663086
120,3.4026010036468506,8.60246753692627
121,3.418125867843628,8.935379981994629
122,3.469383478164673,8.461134910583496
123,3.4061481952667236,8.550375938415527
124,3.3491644859313965,8.780376434326172
125,3.3937695026397705,9.05284595489502
126,3.4764962196350098,8.29515266418457
127,3.282442808151245,8.144208908081055
128,3.2580058574676514,8.621843338012695
129,3.3288486003875732,8.819869041442871
130,3.2467546463012695,8.795607566833496
131,3.1953327655792236,8.360326766967773
132,3.2556002140045166,8.427728652954102
133,3.252225875854492,8.561123847961426
134,3.266757011413574,9.047890663146973
135,3.2464303970336914,9.098865509033203
136,3.214736223220825,8.416404724121094
137,3.243553400039673,9.21436595916748
138,3.1967949867248535,8.476048469543457
139,3.298692226409912,8.4830322265625
140,3.2963778972625732,8.276239395141602
141,3.2640652656555176,9.001919746398926
142,3.355320930480957,8.471656799316406
143,3.1603357791900635,8.916448593139648
144,3.1514666080474854,8.678336143493652
145,3.0903303623199463,8.50584602355957
146,3.2129225730895996,8.854275703430176
147,3.1218416690826416,9.050537109375
148,3.0519585609436035,8.680195808410645
149,3.0678436756134033,8.954224586486816
150,3.0509772300720215,9.000981330871582
151,3.001267433166504,8.448295593261719
152,3.157155752182007,9.262519836425781
153,3.004948854446411,8.416736602783203
154,3.017667293548584,8.533218383789062
155,2.9809622764587402,8.772314071655273
156,3.001176118850708,8.489218711853027
157,3.0538837909698486,8.37755298614502
158,3.1384873390197754,8.942703247070312
159,2.9295458793640137,8.236573219299316
160,2.95259952545166,8.774374008178711
161,3.0315935611724854,8.506998062133789
162,2.9958224296569824,8.75344467163086
163,2.926175355911255,8.627044677734375
164,2.98834490776062,8.256462097167969
165,2.899963617324829,8.439979553222656
166,2.918414831161499,8.399813652038574
167,2.9601950645446777,8.654667854309082
168,2.9447264671325684,8.389341354370117
169,2.8617589473724365,9.268123626708984
170,2.858046770095825,8.993050575256348
171,2.9921464920043945,8.27157211303711
172,2.909919261932373,8.658998489379883
173,2.8666539192199707,8.571622848510742
174,2.9285213947296143,8.79813289642334
175,2.9070746898651123,8.405024528503418
176,2.874124765396118,8.795039176940918
177,2.9290623664855957,8.553352355957031
178,2.899440288543701,8.565957069396973
179,2.844136953353882,8.563880920410156
180,2.7888057231903076,8.606276512145996
181,2.7987542152404785,8.675933837890625
182,2.869748115539551,9.071532249450684
183,2.845627546310425,8.911099433898926
184,2.8124148845672607,8.679244041442871
185,2.7374513149261475,8.669672966003418
186,2.8458242416381836,8.69787883758545
187,2.753917932510376,8.296642303466797
188,2.7149062156677246,8.631985664367676
189,2.775287389755249,8.313228607177734
190,2.821699380874634,8.619617462158203
191,2.7402524948120117,8.614107131958008
192,2.808016300201416,8.781937599182129
193,2.735018491744995,8.52082347869873
194,2.7168729305267334,8.595769882202148
195,2.7315051555633545,8.973902702331543
196,2.673044204711914,8.312453269958496
197,2.6251144409179688,8.422087669372559
198,2.7150654792785645,8.581954002380371
199,2.588932752609253,8.70496654510498
200,2.7190468311309814,8.549548149108887
201,2.6298046112060547,8.54173755645752
202,2.7640581130981445,8.671015739440918
203,2.7635231018066406,8.925765037536621
204,2.7055201530456543,8.34753704071045
205,2.600797653198242,8.365189552307129
206,2.637873888015747,8.500648498535156
207,2.6116302013397217,8.786446571350098
208,2.5702900886535645,8.633078575134277
209,2.652271270751953,8.695984840393066
210,2.5826377868652344,8.419824600219727
211,2.6090097427368164,8.416452407836914
212,2.588967800140381,8.674637794494629
213,2.6121273040771484,8.66407585144043
214,2.6198346614837646,8.75700855255127
215,2.5752320289611816,8.759428024291992
216,2.5591487884521484,8.444558143615723
217,2.553152561187744,9.166609764099121
218,2.5762269496917725,9.10883903503418
219,2.5330724716186523,8.65650463104248
220,2.51572585105896,8.505871772766113
221,2.506742000579834,8.826623916625977
222,2.5482561588287354,8.476076126098633
223,2.466390371322632,8.739143371582031
224,2.5195889472961426,8.676732063293457
225,2.5483031272888184,8.550261497497559
226,2.5087971687316895,8.468217849731445
227,2.4568536281585693,8.582695007324219
228,2.5887815952301025,8.41608715057373
229,2.5866382122039795,8.582503318786621
230,2.4461121559143066,8.56318187713623
231,2.453791856765747,8.531163215637207
232,2.525899648666382,8.727807998657227
233,2.4776041507720947,8.982525825500488
234,2.538717269897461,8.717024803161621
235,2.4845244884490967,8.595163345336914
236,2.4361050128936768,8.61586856842041
237,2.464247226715088,8.391554832458496
238,2.4058361053466797,8.46674919128418
